LinkedNodeID,nid ( Content Page ID),Lang,title ( Content page title),H5Pcontent
1271,1489,en,Interpretation of FL-LPA: Predicting Drug-resistance in Special Cases,3317
1272,1490,en,Interpretation of FL-LPA: Examples of Test Results Interpretation,3316
1273,1491,en,Limitations of First-line Line Probe Assay [FL-LPA],7484
1274,1492,en,Reporting the Result of First-line Line Probe Assay [FL-LPA] in Special Cases,3610
1270,1493,en,Interpretation of FL-LPA: Predicting TB Drug-resistance,3318
1276,1494,en,Interpretation of SL-LPA: Predicting Drug resistance in Special Cases,3321
1277,1495,en,Interpretation of SL-LPA: Interpretation Examples,3319
1278,1496,en,Limitations of Second-line Line Probe Assay [SL-LPA],3329
1279,1497,en,LPA Troubleshooting for No Signal Except Conjugate Control [CC],3405
1280,1498,en,LPA Troubleshooting for Other Possible Reasons,3406
1281,1499,en,LPA Quality Assurance [QA] Including Quality Control,3399
1282,1500,en,LPA Procedural Quality Control,3393
1283,1501,en,LPA Quality Assurance: Proficiency Testing,3404
1284,1502,en,LPA Quality Assurance: Cleaning of Lab,3403
1318,1503,en,Diagnostic Tools Used in Non-tuberculous Mycobacterial [NTM] Infection,3261
1319,1504,en,Biosafety in TB Laboratories,3225
1320,1505,en,Biosafety in TB Laboratory: Risk Monitoring,3226
194,1506,en,Good Laboratory Practices,7501
1321,1507,en,"Biosafety Measures for TB Laboratories: Code of Practice [Laboratory Access, Procedure and PPE]",3227
1324,1508,en,Classification of TB Laboratories,3241
1325,1509,en,Moderate-risk TB Laboratories,3520
1322,1510,en,Cleaning and Maintenance of the Biosafety cabinet [BSC],3242
1323,1511,en,Precautions for Using the Biosafety cabinet [BSC],3568
1326,1512,en,Revolutions per minute [RPM] vs Relative centrifugal force [RCF] in the Safety Centrifuge,3802
1327,1513,en,Protocol for Cleaning and Maintenance of Refrigerated Centrifuge,3585
1328,1514,en,Quality Control Process of the Autoclave,3597
1329,1515,en,Maintenance of the Autoclave in TB Labs,
1330,1516,en,Common Problems and Troubleshooting Related to Autoclaves in TB Lab,3243
1331,1517,en,Personal Protective Equipment [PPE] Use in TB Lab Settings,3847
1332,1518,en,Laboratory Gowns for Use by Lab Personnel,3323
1333,1519,en,Gloves for TB Lab Personnel,3296
1334,1520,en,Spill Clean-up Kit in TB Lab Settings,3882
1335,1521,en,General Cleaning and TB Lab Surface Decontamination,2318
1336,1522,en,Mercury Spill in TB Lab Settings,3479
1338,1523,en,Contact with Infectious Cases as a Risk Factor for Exposure to Tuberculosis Bacilli,4622
88,1524,en,Stop TB Strategy,3462
1339,1525,en,Goal of the End TB Strategy Approach,3298
1340,1526,en,Targets of End TB Strategy,3898
1341,1527,en,State TB Demonstration and Training Centre [STDC]: Organogram and Human Resources,3890
106,1528,en,Tuberculosis Unit [TU],6085
106,1528,gu,Tuberculosis Unit [TU],
106,1528,hi,Tuberculosis Unit [TU],6086
106,1528,mr,Tuberculosis Unit [TU],
106,1528,ta,Tuberculosis Unit [TU],6087
106,1528,te,Tuberculosis Unit [TU],6084
1343,1529,en,Ayushman Bharat Health and Wellness Centres,7315
1343,1529,mr,Ayushman Bharat Health and Wellness Centres,7314
1343,1529,te,Ayushman Bharat Health and Wellness Centres,7316
1346,1530,en,Delivery of TB Care in Private Sector,1430
1347,1531,en,Tuberculosis Laboratory Register,4243
1348,1532,en,Paper-based Format: Stock Register,3223
70,1533,en,Triple Layer packaging specification for specimen carriers,7033
174,1534,en,Oil immersion and focusing,2495
195,1535,en,Storing slides at a DMC for QA,3463
1364,1536,en,Preparation of Reagents for FM Microscopy,3857
1365,1537,en,"CBNAAT Troubleshooting: Error- 5006, 5007, 5008 and 5009 [PCC Failed]",2540
1366,1538,en,Daily Maintenance of the CBNAAT Instrument,2541
1367,1539,en,PCR Amplification of the Target genes in Truenat,3838
1368,1540,en,Recording and reporting the NAAT results,3372
1371,1541,en,Interfering Substances causing errors in NAAT Assay,1004
1372,1542,en,"Daily, Weekly and Monthly Maintenance of Truenat Instrument",2543
1373,1543,en,NAAT Instrument Monthly Data Archive and Data Back-up,4097
234,1544,en,Preparation of TB Lab Disinfectants,3859
1370,1545,en,Culture Conversion,3253
1374,1546,en,LPA Biosafety Essentials: Waste Disposal,3336
1375,1547,en,Specimen Preparation for LC and LPA Labs,3883
1376,1548,en,Chemical Safety in TB Lab Settings,3240
1377,1549,en,Challenges in Laboratory Systems and Diagnosis,3239
1550,1551,en,Management of DR-TB ADR: Metallic Taste,3927
1378,1552,en,Ideal Infrastructure Required for Microscopy Centers,5042
1381,1553,en,Prevention of Some Common Issues Encountered During Smear Microscopy at the DMC,3866
1379,1554,en,Concept of Polymerase Chain Reaction [PCR] Amplification of the Target,1434
1380,1555,en,Truenat Instrument Installation Criteria,3550
1556,1557,en,Understanding Key elements of Molecular Biology,3503
1558,1562,en,Structure of DNA in a Prokaryotic Cell,1436
1559,1563,en,Central Dogma in the Function of DNA: Replication,1437
1560,1564,en,Central Dogma in the Function of DNA: Transcription and Translation,1438
1561,1565,en,Molecular Basis of Genetic Code and Mutation,1439
1566,1567,en,Explanation of Treatment of Non-tuberculous Mycobacteria [NTM],3630
1568,1571,en,Management of M/XDR-TB Treatment During Pregnancy​,3993
1570,1572,en,Use of Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen in Patients with Renal Impairment,4024
1577,1581,en,Patients' charter for TB care,6426
1577,1581,te,Patients' charter for TB care,6425
1578,1582,en,Palliative Care in TB patients,6424
1578,1582,te,Palliative Care in TB patients,6423
1579,1583,en,Rehabilitation service to TB patients,6283
1579,1583,te,Rehabilitation service to TB patients,6282
1580,1584,en,Socio economic factors affecting TB patients,6253
1580,1584,te,Socio economic factors affecting TB patients,6252
1585,1589,en,Standards of TB Care in India related to Diagnosis of TB,2936
1586,1590,en,Standards of TB Care In India related to Treatment of TB,1443
1587,1591,en,Standards of TB Care in India related to Public Health Action,1447
1588,1592,en,Standards of TB Care in India related to Patient Support,1446
1593,1594,en,Role of LSG in TB Elimination,6518
1593,1594,te,Role of LSG in TB Elimination,6517
1595,1596,en,Local Self Government [LSG],6241
1595,1596,te,Local Self Government [LSG],6240
1597,1600,en,Developing ACSM Annual Action Plan,6151
1597,1600,te,Developing ACSM Annual Action Plan,6150
1598,1601,en,ACSM planning format,6412
1598,1601,te,ACSM planning format,6411
1599,1602,en,ACSM activities in schools,6157
1599,1602,te,ACSM activities in schools,6156
1603,1604,en,Joint Effort for Elimination of Tuberculosis [JEET] Model of the Patient Provider Support Agency [PPSA],761
1612,1614,en,Peer group interventions,6512
1612,1614,te,Peer group interventions,6511
1613,1615,en,Organising Community meetings,6153
1613,1615,te,Organising Community meetings,6152
1611,1616,en,IEC strategies for CHVs,6420
1611,1616,te,IEC strategies for CHVs,6419
1610,1617,en,Planning IEC activities at TU Level [By STS],6221
1610,1617,te,Planning IEC activities at TU Level [By STS],6220
1609,1618,en,IEC Strategies for Government & Private Medical Practitioners,6516
1609,1618,te,IEC Strategies for Government & Private Medical Practitioners,6515
1608,1619,en,IEC material for general public,6167
1608,1619,te,IEC material for general public,6166
1607,1620,en,Community mobilization strategies-Urban areas,6514
1607,1620,te,Community mobilization strategies-Urban areas,6513
1606,1621,en,Community mobilization strategies-Rural areas,6161
1606,1621,te,Community mobilization strategies-Rural areas,6160
1605,1622,en,Community mobilization strategies-Tribal areas,6414
1605,1622,te,Community mobilization strategies-Tribal areas,6413
1623,1624,en,Target Audience for ACSM activities,6143
1623,1624,te,Target Audience for ACSM activities,6142
1627,1628,en,Recording and Reporting Contact Tracing [Ni-kshay],5838
1627,1628,te,Recording and Reporting Contact Tracing [Ni-kshay],5839
1626,1629,en,How to do contact tracing,5836
1626,1629,te,How to do contact tracing,5837
1625,1630,en,Importance of Contact tracing,
1631,1636,en,Concept and objectives of supervision,6131
1631,1636,te,Concept and objectives of supervision,6132
1632,1637,en,Supervision by STS,5781
1632,1637,te,Supervision by STS,5780
1633,1638,en,Supervisory checklist for TB Unit/ Microscopy Centre/ PHI - Health Facility,6380
1633,1638,te,Supervisory checklist for TB Unit/ Microscopy Centre/ PHI - Health Facility,6379
1634,1639,en,Supervision by MO-TC at TU level,6382
1634,1639,te,Supervision by MO-TC at TU level,6381
1635,1640,en,Supervision by DTO at TU level,6384
1635,1640,te,Supervision by DTO at TU level,6383
1642,1662,en,NTEP TB Index - Indicators,6386
1642,1662,te,NTEP TB Index - Indicators,6385
1643,1663,en,NTEP Performance Indicator - Percentage of Target TB Notification Achieved,5797
1643,1663,te,NTEP Performance Indicator - Percentage of Target TB Notification Achieved,5796
1644,1664,en,Root cause analysis for Low Performance in Percentage of Target TB Notification Achieved,6117
1644,1664,te,Root cause analysis for Low Performance in Percentage of Target TB Notification Achieved,6118
1645,1665,en,NTEP Performance Indicator - Percentage of TB Notified Patients with Known HIV Status,6388
1645,1665,te,NTEP Performance Indicator - Percentage of TB Notified Patients with Known HIV Status,6387
1646,1666,en,Root cause analysis for low performance of Percentage of TB Notified Patients with Known HIV Status,6129
1646,1666,te,Root cause analysis for low performance of Percentage of TB Notified Patients with Known HIV Status,6130
1647,1667,en,NTEP Performance Indicator - Percentage of TB Notified Patients with Universal Drug Susceptibility Testing (UDST) Done,7198
1647,1667,te,NTEP Performance Indicator - Percentage of TB Notified Patients with Universal Drug Susceptibility Testing (UDST) Done,7199
1648,1668,en,Root cause analysis for low performance of Percentage of TB Notified Cases with Universal Drug Susceptibility Testing Done,6127
1648,1668,te,Root cause analysis for low performance of Percentage of TB Notified Cases with Universal Drug Susceptibility Testing Done,6128
1649,1669,en,NTEP Performance Indicator - Treatment Success Rate,5809
1649,1669,te,NTEP Performance Indicator - Treatment Success Rate,5808
1650,1670,en,Root Cause Analysis for Low Performance - Suggested Solutions - Case Studies along 4,6113
1650,1670,te,Root Cause Analysis for Low Performance - Suggested Solutions - Case Studies along 4,6114
1651,1671,en,NTEP Performance Indicator - Percentage of Eligible Beneficiaries Paid Under Ni-kshay Poshan Yojana,5813
1651,1671,te,NTEP Performance Indicator - Percentage of Eligible Beneficiaries Paid Under Ni-kshay Poshan Yojana,5812
1652,1672,en,Root cause analysis for low performance of Percentage of Eligible Beneficiaries Paid under Ni-kshay Poshan Yojana,6121
1652,1672,te,Root cause analysis for low performance of Percentage of Eligible Beneficiaries Paid under Ni-kshay Poshan Yojana,6122
1653,1673,en,NTEP Performance Indicator – Percentage Of Multidrug-resistant (MDR)/ Rifampicin-resistant (RR) Patients Initiated on Treatment Out of Totally Diagnosed,5858
1653,1673,te,NTEP Performance Indicator – Percentage Of Multidrug-resistant (MDR)/ Rifampicin-resistant (RR) Patients Initiated on Treatment Out of Totally Diagnosed,5857
1654,1674,en,RCA for low performance in in Percentage Treatment initiation of RR/MDR-TB Cases,7037
1654,1674,te,Root cause analysis for low performance in in Percentage of Rifampicin-resistant (RR)/ Multidrug-resistant (MDR)-TB Cases Initiated on Treatment out of the Total Diagnosed,7038
1655,1675,en,NTEP Performance Indicator - Percentage Expenditure Against Approved Record of Proceedings (ROP),5918
1655,1675,te,NTEP Performance Indicator - Percentage Expenditure Against Approved Record of Proceedings (ROP),5917
1656,1676,en,Root cause analysis for low performance of Percentage Expenditure Against Approved Record of Proceedings [ROP],5920
1656,1676,te,Root cause analysis for low performance of Percentage Expenditure Against Approved Record of Proceedings [ROP],5919
1657,1677,en,NTEP Performance Indicator - Percentage of Children given Chemoprophylaxis from the Total Eligible Children Identified,5922
1657,1677,te,NTEP Performance Indicator - Percentage of Children given Chemoprophylaxis from the Total Eligible Children Identified,5921
1658,1678,en,Root cause analysis for low performance of percentage of PLHIV given IPT against total eligible,6123
1658,1678,te,Root cause analysis for low performance of percentage of PLHIV given IPT against total eligible,6124
1659,1679,en,NTEP Performance Indicator - Percentage of People Living with HIV (PLHIV) given INH Preventive Treatment (IPT) Against Total Eligible PLHIV,5926
1659,1679,te,NTEP Performance Indicator - Percentage of People Living with HIV (PLHIV) given INH Preventive Treatment (IPT) Against Total Eligible PLHIV,5925
1660,1680,en,Root cause analysis for low performance in in Percentage of People Living with HIV (PLHIV) given Isoniazid (INH) Preventive Treatment (IPT) Against Total Eligible PLHIV,6119
1660,1680,te,Root cause analysis for low performance in in Percentage of People Living with HIV (PLHIV) given Isoniazid (INH) Preventive Treatment (IPT) Against Total Eligible PLHIV,6120
1681,1682,en,Internal Evaluation,5793
1681,1682,te,Internal Evaluation,5792
1684,1685,en,Conducting review meetings at TU/Block level,7233
1684,1685,te,Conducting review meetings at TU/Block level,7234
1683,1686,en,Meetings at TU level,5970
1683,1686,te,Meetings at TU level,5969
1687,1688,en,Comparing AFB and LED-Fluorescence Microscopy,1449
1689,1690,en,Semiquantitative Results Interpretation in CBNAAT,3429
1691,1698,en,Detection of MTB and RIF Resistance Results Interpretation in CBNAAT,4558
1692,1699,en,MTB Detected-Rif Indeterminate Results Interpretation in CBNAAT,1452
1693,1700,en,Hardware Problems with the CBNAAT Machine,3646
1694,1701,en,CBNAAT Hardware Problem: Stuck Cartridge,4501
1695,1702,en,Monitoring Different Types of Errors with CBNAAT,4808
1696,1703,en,Monthly Maintenance of the CBNAAT Instrument,2131
1697,1704,en,CBNAAT Monthly Data Archive and Data Back-up Process,2409
1705,1706,en,TB Laboratory Design and Facilities as a Biosafety Measure,3478
1707,1708,en,Ventilation in TB Laboratories as a Biosafety Measure,1533
1709,1714,en,Biosafety Measures for TB Laboratory Equipment,3289
1710,1715,en,Low-risk TB Laboratories,1537
1711,1716,en,Emergency Preparedness Plan in TB Lab Settings,4459
1712,1717,en,TB Laboratory Accidents Leading to Infectious Spillage,3477
1713,1718,en,Fire Safety in TB Lab Settings,4580
175,1719,en,Reading a ZN stained smear,5995
1720,1721,en,Structure and Function of the CBNAAT Module,4565
1722,1723,en,Self-contained CBNAAT Cartridge,3424
1724,1725,en,Monitoring of Treatment by Smear and Culture,1542
1726,1728,en,MGIT 960 Instrument: Operation,1543
1727,1729,en,Quality Control of MGIT 960 Tubes,3360
1730,1732,en,Reporting First-line Line Probe Assay [FL-LPA] Results,3387
1731,1733,en,Reporting Second Line-Line Probe Assay [SL-LPA] Results,3390
1734,1736,en,Biosafety in TB Laboratory: Risk Assessment Process,1549
1735,1737,en,Biosafety in TB Laboratory: Factors to be Considered in TB Laboratory Risk Assessment,1344
1738,1739,en,How to Use Refrigerated Centrifuges,5041
1740,1741,en,Autoclave as an Instrument for Biosafety in TB Laboratory,4479
726,1743,en,Diagnostic Algorithm for TB Disease in NTEP,4809
1744,1746,en,Specimen Processing for CBNAAT,3448
1745,1747,en,CBNAAT Cartridge Loading with Sample Specimen,7476
1748,1749,en,Consumables Required at a Truenat Lab,524
1750,1751,en,Steps to be done after Culture Specimen Processing,3459
1752,1753,en,Laboratory Equipment: Thermometer,1340
1754,1755,en,Non-tuberculous Mycobacteria [NTM],4049
1756,1758,en,How to reach out to TB patients in the private sector,5040
1757,1759,en,Support for Patients in the Private Sector,7109
1760,1761,en,Diagnosis of DR-TB in Children,1336
1762,1763,en,Steps to Ensure a Good Quality Sputum Sample,3460
1764,1765,en,SOP for Packaging for SCT,7024
1766,1767,en,Preparation of Reagents for ZN Microscopy,3858
1768,1769,en,Essential Tools and Reagents Required for Fluorescence Microscopy Staining,1374
230,1770,en,Color Coding and Type of Container in Biomedical Waste Management,4553
1771,1773,en,Classification of Adverse Drug Events,7148
1775,1776,en,Patient-wise Drug Boxes: Packing Instructions,3837
1777,1778,en,Reconstitution of Bedaquiline [Bdq] Bottle,3370
1779,1780,en,Inventory Management of CBNAAT Cartridges and Truenat Chips,1373
1781,1782,en,Implementation Considerations for Shifting Between Shorter and Longer MDR-TB Regimens,3783
1783,1784,en,Palliative Care approach and benefits in DR-TB,7433
1785,1786,en,Final Treatment Outcomes of DR-TB Cases,3636
1787,1788,en,Patient Turnaround Time from Identification to Treatment Initiation Relative to the Laboratory Technology Used in DR-TB,3835
1789,1790,en,Supportive Measures in Palliative Care,3468
1791,1792,en,Treatment Regimen for Non-Mycobacterium Tuberculosis [NTM],3529
1793,1794,en,Screening among Household Contacts of DR-TB Patients,3418
1795,1796,en,Factors Affecting the Severity of TB Disease,1367
1797,1798,en,Patient-centered Care Approach,3744
1799,1800,en,Clinical Diagnosis of Drug Resistance/ Probable DR-TB in Children,1365
1801,1802,en,Laboratory Diagnosis of Drug-resistant TB,1522
1803,1809,en,DR-TB Treatment Care Cascade,3606
1804,1810,en,Treatment Algorithm for MDR/RR-TB,3524
1805,1811,en,Preparation of Patient-wise Boxes [PWB] for DR-TB Patients,3856
1806,1812,en,Distribution of Second-line Drugs from the District Drug Store to the TB Unit Store,1560
1807,1813,en,H Mono/Poly DR-TB Patient Flow from Diagnosis to Treatment Initiation,3645
1808,1814,en,Additional Monitoring During Pregnancy and Lactation in Women on Shorter/Longer Oral MDR-TB Regimen,1579
1815,1816,en,Management of Hepato-toxicity During Treatment with Shorter/Longer Oral MDR-TB Regimen,4810
1817,1818,en,District DR-TB Centre Committee: Terms of Reference [ToR],1581
1820,1821,en,History of Programmatic Management of Drug Resistant TB in India,1582
1822,1824,en,DR-TB Services and Functions of Stakeholders,4932
1823,1825,en,Constituents of Monthly Patient-wise Boxes [PWB] for Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen,4556
1826,1828,en,District DR-TB Centre Committee Composition and Functions,4567
345,1829,en,Source of TB infection,3445
1830,1831,en,Build Pillar of NSP: Digital Information Ecosystem for TB Care,1632
1832,1833,en,Designated Microscopy Centre [DMC],6431
1834,1835,en,Principle of Acid-Fast Bacilli [AFB] Microscopy,3940
1836,1837,en,Reliability of Light Emission Diode [LED] Fluoroscence Microscopy [FM],3381
196,1838,en,False Positivity and False Negativity in Microscopy,4811
579,1839,en,TB-HIV BURDEN,7176
579,1839,mr,TB-HIV BURDEN,7177
579,1839,te,TB-HIV BURDEN,7178
857,1840,en,Private Sector Engagement,4265
1841,1842,en,Reliability of a Test for Diagnosis of DR-TB,3380
1843,1844,en,Global TB Treatment Outcomes,5039
1845,1846,en,Intermediate Reference Laboratories [IRL] and their role,7387
1845,1846,mr,Intermediate Reference Laboratories [IRL] and their role,7386
1845,1846,te,Intermediate Reference Laboratories [IRL] and their role,7388
1847,1851,en,Nodal DR-TB Centre,4812
1848,1852,en,District DR-TB Centre,1630
1849,1853,en,Nodal DR-TB Centre Committee,4813
1850,1854,en,Difficult-to-Treat TB Clinic [DT3C],1631
1855,1881,en,NTEP Services for Private Notified DR-TB Patients,1608
1880,1882,en,Access to New Regimens to Patients Seeking Care in Private/Other Sectors,1553
1856,1883,en,Inclusion and Exclusion Criteria for the Use of Bedaquiline,3819
1857,1884,en,Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen: Drug Dose Administration,3438
1858,1885,en,Key Considerations for the Use of Newer Drugs in DR-TB,3912
1859,1886,en,Follow-up Monitoring of DR-TB Patients,3639
1860,1887,en,Follow-up Evaluation of Patients on Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen,3638
1861,1888,en,Principles for Management of MDR/RR-TB in Children,3941
1862,1889,en,DR-TB Treatment in Pregnancy: Recommendation for the Use of Contraception​,1545
1863,1890,en,Role of Surgery in DR-TB Treatment,3413
1864,1891,en,Use of M/XDR-TB Regimen in Patients with Seizure Disorders,3493
1865,1892,en,Use of M/XDR-TB Regimen in Patients with Psychiatric Illness,3494
1866,1893,en,Treatment Extension in Longer Oral M/XDR-TB Regimen,1840
1867,1894,en,Additional Considerations for the Use of Newer Drugs in Longer Oral M/XDR-TB Regimen,957
1868,1895,en,Details of Replacement Sequence of Drugs in Longer Oral M/XDR-TB Regimen,4755
1869,1896,en,Management of DR-TB ADR: QT Prolongation,3936
1870,1897,en,"Management of ADR: Rash, Allergy and Anaphylaxis Reaction",4308
1871,1898,en,Management of DR-TB ADR: Hepatitis,3925
1872,1899,en,Management of DR-TB ADR: Peripheral Neuropathy,3934
1873,1900,en,Management of DR-TB ADR: Vestibular Toxicity,3939
1874,1901,en,Management of DR-TB ADR: Optic Neuritis,3933
1875,1902,en,Management of DR-TB ADR: Electrolyte Disturbances,3922
1876,1903,en,Management of DR-TB ADR: Alopecia,3919
1877,1904,en,Management of DR-TB ADR: Superficial Fungal Infection and Thrush,3938
1878,1905,en,Management of DR-TB ADR: Lactic Acidosis,3926
1879,1906,en,Management of DR-TB ADR: Dysglycaemia and Hyperglycemia,3921
1907,1908,en,Active TB Drug Safety Monitoring [aDSM],1236
1909,1910,en,Adverse Event Definitions and Classifications,1237
1911,1912,en,CBNAAT Results Interpretation,2546
1913,1914,en,CBNAAT Maintenance Record Keeping under NTEP,4503
1915,1916,en,External Quality Assurance for CBNAAT,2483
1917,1918,en,Overview of the Truenat Testing Process,4814
1919,1955,en,Processing of Sputum Sample before Truenat Testing,3350
1920,1956,en,Annual Maintenance of the Truenat Instrument,2150
1921,1957,en,Monitoring Quality Indicators of Truenat,4096
1922,1958,en,BACTEC MGIT 960 Reagents and Storage,1308
1923,1959,en,BACTEC MGIT 960 Tube with Media [7 ml],1309
1924,1960,en,BACTEC MGIT 960 Growth Supplement,1310
1925,1961,en,BACTEC MGIT 960 PANTA,1311
1926,1962,en,Specimen Processing for TB Cultures,3449
1927,1963,en,Procedure for Culture Specimen Processing: Bronchial Lavage,3341
1928,1964,en,Procedure for Culture Specimen Processing: Laryngeal Swab,3343
1929,1965,en,Procedure for Culture Specimen Processing: Tissue,3344
1930,1966,en,Procedure for Culture Specimen Processing: Urine,3345
1931,1967,en,Procedure for Culture Specimen Processing: CSF and other body fluids,3342
1932,1968,en,Preparation of PANTA for MGIT TB Cultures,1319
1933,1969,en,Preparation of MGIT Tubes for MGIT TB Cultures,3855
1934,1970,en,Inoculation of MGIT Tubes,1322
1935,1971,en,Incubation of MGIT Tubes,1323
1936,1972,en,Biosafety Requirements in Line Probe Assay [LPA] Laboratory,1324
1937,1973,en,Biosafety Requirements in LPA Facility Design,1354
1938,1974,en,Electrical Supply and Back-up Power Requirements in LPA Facilities,3629
1939,1975,en,Equipment Required in Different Rooms in the LPA Lab Facility,1359
1940,1976,en,LPA Laboratory Equipment: Vortex Mixer,1360
1941,1977,en,Contamination Control During DNA Extraction in LPA Lab Settings,1361
1942,1978,en,PCR Reagent Preparation Procedure in the LPA Lab,3839
1943,1979,en,Contamination Control During PCR Reagent Preparation in the LPA Lab,1363
1944,1980,en,Amplification of Extracted DNA in the LPA Lab,1364
1945,1981,en,Contamination Control in the Amplification Room in the LPA Lab,1380
1982,1983,en,TB deaths,2579
1946,1984,en,Overview of Hybridization in Line Probe Assay and Genotypic Drug Sensitivity Testing,7525
1947,1985,en,Hybridization Setup in LPA and Genotypic DST,1382
1948,1986,en,Hybridization Using Twincubator in LPA Lab Settings,1385
1949,1987,en,LPA Troubleshooting for No Signal,1384
1950,1988,en,LPA Troubleshooting for Uneven Staining,1386
1951,1989,en,LPA Troubleshooting for High Background Colour,1387
1952,1990,en,Donning and Doffing of PPE,1388
1953,1991,en,N95 Respirators for TB Lab Personnel,1389
251,1996,en,Screening and diagnosis for DRTB,5269
251,1996,te,Screening and diagnosis for DRTB,5268
1997,1998,en,Diagnostic Algorithm for Paediatric DR-TB,7462
1997,1998,mr,Diagnostic Algorithm for Paediatric DR-TB,7461
1997,1998,te,Diagnostic Algorithm for Paediatric DR-TB,7463
1994,1999,en,Organisational Structure of Health System,7303
1994,1999,mr,Organisational Structure of Health System,7302
1994,1999,te,Organisational Structure of Health System,7304
1995,2000,en,Need for integration of NTEP with Health System,7306
1995,2000,mr,Need for integration of NTEP with Health System,7305
1995,2000,te,Need for integration of NTEP with Health System,7307
2001,2003,en,NTEP Integration into Public Health System,5210
2001,2003,te,NTEP Integration into Public Health System,5209
2002,2004,en,Medical Colleges and NTEP,7349
2002,2004,mr,Medical Colleges and NTEP,7348
2002,2004,te,Medical Colleges and NTEP,7350
2014,2015,en,ACF campaign,7636
2014,2015,mr,ACF campaign,7635
2014,2015,te,ACF campaign activities,7637
2006,2016,en,Mapping the population for ACF,7639
2006,2016,mr,Mapping the population for ACF,7638
2006,2016,te,Mapping the population for ACF,7640
2013,2017,en,Reporting of ACF campaign,5658
2013,2017,te,Reporting of ACF campaign,5659
2012,2018,en,Field Supervision of ACF campaign,5654
2012,2018,te,Field Supervision of ACF campaign,5655
2011,2019,en,Recording formats under ACF campaign,5652
2011,2019,te,Recording formats under ACF campaign,5653
2010,2020,en,Microplanning and execution of ACF campaign,5650
2010,2020,te,Microplanning and execution of ACF campaign,5651
2009,2021,en,Identifying the resources for ACF campaign,6328
2009,2021,te,Identifying the resources for ACF campaign,6327
2007,2022,en,Training the workforce for ACF campaign,5648
2007,2022,te,Training the workforce for ACF campaign,5649
2023,2024,en,Treatment Support Mechanism,7423
2023,2024,te,Treatment Support,7424
158,2025,en,Accepting the request for testing,4816
173,2026,en,Process of Reading a Smear,4506
176,2027,en,Reading a Fluorescent Stained slide,3367
207,2028,en,GLP at a DMC,
21,2029,en,Specimen Collection and Transportation [SCT],7031
210,2030,en,Modes of Transportation in SCT,7034
211,2031,en,Specimen Collection and Transportation to a TB Diagnostic Centre,6193
241,2032,en,TB Treatment Initiation,3644
285,2033,en,How to communicate results to TB patient,3781
280,2034,en,Counselling for TB treatment initiation,755
227,2038,en,Use of a PPE in a DMC,3656
2039,2040,en,Use of M/XDR-TB Regimen in Pre-existing liver disease,1390
2089,2095,en,Zoonotic TB,3622
2090,2096,en,Zoonotic TB: Mode of transmission,4034
2091,2097,en,Zoonotic TB: Signs and symptoms,4035
2098,2099,en,Integration with NTEP and/or other programs,3312
2093,2100,en,Zoonotic TB: Treatment and management,4036
162,2101,en,Receiving a biological specimen at the Laboratory,4507
2094,2102,en,Zoonotic TB: Prevention,
135,2103,en,TB Arogya Saathi Application,3700
136,2104,en,Enrolling a patient in Nikshay,6429
278,2105,en,Nutritional Counselling,5745
278,2105,te,Nutritional Counselling,5746
2106,2107,en,Nutritional Support/ PMTBMBA,7194
2106,2107,te,Nutritional Support,7195
254,2168,en,Regimen for TPT,7590
254,2168,gu,Regimen for TPT,
254,2168,hi,Regimen for TPT,7591
254,2168,mr,Regimen for TPT,
254,2168,ta,Regimen for TPT,7592
2171,2172,en,National Reference Laboratories [NRL],7384
2171,2172,mr,National Reference Laboratories [NRL],7383
2171,2172,te,National Reference Laboratories [NRL],7385
250,2173,en,Universal DST [UDST],3499
217,2174,en,Labelling Specimen Transport Carriers,7021
214,2175,en,Requirements for Packaging a biological Specimen,3397
166,2176,en,Making the smear,1353
165,2177,en,Cleaning and Labelling Slide,3340
168,2178,en,Qualities of a good sputum smear,3359
164,2181,en,Steps involved in Smear Microscopy,4564
138,2188,en,TrueNAT MTB and RIF Assay,7479
138,2188,mr,TrueNAT as a TB Diagnostic Test,7480
138,2188,te,TrueNAT as a TB Diagnostic Test,7481
170,2191,en,ZN Microscopy: Properties of a well stained slide,7558
172,2192,en,Fluorescent Microscopy: Properties of a well stained slide,1832
218,2193,en,Dispatching the sample to a C&DST Lab,4560
185,2199,en,Consumables required at a Microscopy Centre,6477
180,2200,en,Reporting the performance of a DMC,3392
186,2201,en,Stock Register at a Microscopy Centre,3461
198,2202,en,Measures for Quality Assurance in Microscopy,6476
199,2203,en,Quality assurance of Stains and Internal Quality Control,6475
209,2204,en,Process of SCT,7026
2221,2222,en,Classification of Stock types,7054
2223,2224,en,Minimum and maximum stock,985
2225,2226,en,First Expiry First Out [FEFO],1856
2227,2228,en,Management of short expiry drugs,987
2229,2230,en,Maintaining buffer stock,988
2231,2232,en,Lead time,989
2233,2239,en,Overview of Ni-kshay Aushadhi,7066
2233,2239,te,Overview of Ni-kshay Aushadhi,7065
2234,2240,en,Nikshay for drug dispensation to patients,1761
2235,2241,en,Nikshay Aushadhi-State dashboard,1014
